UNIQUE INTERNAL CODE	PRODUCT NAME	PRODUCT DESCRIPTION	PRODUCT PRICE	PRODUCT URL	IMAGE URL	CATEGORY	SHIPPING COST	GENDER	COLOR	GOOGLE TAX	MANUFACTURER	Google Age Group	MPN(Manufacturer Part Number)
1533	Garnet Earrings	Garnet Earrings Reminiscent of a design that is as old as the civilization itself, rectangular garnet gems with spherical aventurine gems call on an ancient beauty. The rich green of aventurine compliments the depth of the red garnet. 	16	http://www.semiprecious.com/detail.cfm?itemnumber=1533	http://www.semiprecious.com/images/Earrings/1533.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	green,red	US:TX:8.25:y	Semiprecious.com	Adult	1533
942	Carnelian Drop Earrings	Carnelian Earrings Carnelian, dropped shaped beads earrings. 1 inch long. A top selling design.	23	http://www.semiprecious.com/detail.cfm?itemnumber=942	http://www.semiprecious.com/images/Earrings/942.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	orange	US:TX:8.25:y	Semiprecious.com	Adult	942
15372	Opalite Pendants  in Sterling Silver	Opalite pendants This pendant has an oval Opalite cabochon set in sterling silver. 1.5 inch long (measured without bail). Stone size - 19x25 mm.   	30	http://www.semiprecious.com/detail.cfm?itemnumber=15372	http://www.semiprecious.com/images/pendants/15372.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	15372
15886	Lapis Lazuli Chunky Pendants  in Sterling Silver	Lapis Lazuli Pendants This pendant has oval shaped chunky Lapis Lazuli gemstone (more uniform blue than pictured), beautifully set in sterling silver. Length 1.5 inch. Stone size 20x28 to 23x32 mm.   	43	http://www.semiprecious.com/detail.cfm?itemnumber=15886	http://www.semiprecious.com/images/Pendants/15886.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	brown,green,red	US:TX:8.25:y	Semiprecious.com	Adult	15886
16072	Onyx Stretch Bracelets	Onyx Bracelets Onyx Stretchable Bracelet. This bracelet has black onyx round beads and textured onyx beads. Bracelet can stretch from 6 to 12 inches. Bead size 7x7 to 16x16 mm approx.   	29	http://www.semiprecious.com/detail.cfm?itemnumber=16072	http://www.semiprecious.com/images/Bracelets/16072.jpg	Clothing & Accessories > Jewelry > Bracelets	3.99	f	black,brown	US:TX:8.25:y	Semiprecious.com	Adult	16072
10311	Crystal Eggs Healing	Crystal healing Crystal egg. Clear crystal is considered to be a good overall health enhancer. It is good for the mind, body and spirit. size - 50mm    	24	http://www.semiprecious.com/detail.cfm?itemnumber=10311	http://www.semiprecious.com/images/healing/10311.jpg	Clothing & Accessories > Jewelry > healing	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	10311
735	Garnet Pendants  in Sterling Silver	Garnet Pendants Chalcedony and garnet sterling silver pendant. 1.25 inches long without bail and 1 inch wide. Beautiful piece.   	60	http://www.semiprecious.com/detail.cfm?itemnumber=735	http://www.semiprecious.com/images/Pendants/735.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	735
484	Tiger Eye Simple-Strand Necklaces	Tiger eye Necklaces Tiger eye necklace, 24 inches, securely hand-knotted between 7-10mm rectangular beads. Note: Current stock has an adjustable silver chain and S-hook rather than the barrel clasp shown here.   	36	http://www.semiprecious.com/detail.cfm?itemnumber=484	http://www.semiprecious.com/images/Necklaces/484.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	brown	US:TX:8.25:y	Semiprecious.com	Adult	484
15777	Prehnite Chunky Bracelets	Prehnite bracelets Big fat chunks of faceted prehnite and striated black, brown, and white onyx tumbles on a stretch bracelet or anklet with 2-inch extension chain and lobster clasp. Fits up to 10 inches without being stretched. Beads are one to just under one inch long. Original design hand-made in Austin, Texas.   	34	http://www.semiprecious.com/detail.cfm?itemnumber=15777	http://www.semiprecious.com/images/bracelets/15777.jpg	Clothing & Accessories > Jewelry > bracelets	3.99	f	brown,green,white	US:TX:8.25:y	Semiprecious.com	Adult	15777
16272	Onyx Contemporary Earrings	Onyx Earrings This Lovely Pair Of Earrings Display A Round Lonalive Onyx Bead Between 2 Faceted Garnet Round Small Beads With GR Silver Bead At The Bottom Of The Earrings. 1.25 Inches Long. Smallest Stone Size - 5mm And Largest Stone size - 12mm.   	17	http://www.semiprecious.com/detail.cfm?itemnumber=16272	http://www.semiprecious.com/images/Earrings/16272.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	brown,red,yellow	US:TX:8.25:y	Semiprecious.com	Adult	16272
24	Amethyst Necklaces	Amethyst Necklaces Round amethyst beads with gold toned separators. Finished with golden barrel clasp.<p>-17.5 inches long.	22	http://www.semiprecious.com/detail.cfm?itemnumber=24	http://www.semiprecious.com/images/Necklaces/24.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	purple	US:TX:8.25:y	Semiprecious.com	Adult	24
17177	Pearl Pendants	Pearl Pendants 1.5 inch long pendant with round pearl. Pearl size 8mm.   	14	http://www.semiprecious.com/detail.cfm?itemnumber=17177	http://www.semiprecious.com/images/Pendants/17177.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	17177
10909	Garnet Multistrand Necklaces	Garnet necklaces This beautiful garnet bead necklace has a  triple strand of fine garnet pipe beads. The symmetrical beads placed in perfect order are simply stunning. The necklace is 15 to 18 inches long with silver clasp and 3 inch long extension chain. Stone size is 6mm.   	61	http://www.semiprecious.com/detail.cfm?itemnumber=10909	http://www.semiprecious.com/images/necklaces/10909.jpg	Clothing & Accessories > Jewelry > necklaces	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	10909
11261	Citrine Earrings  in Sterling Silver	Citrine earrings These exquisite citrine set silver earrings owe their attraction to the stylish design and the fine quality gemstones set to dazzle in the elegantly styled silver frame.Each earring 1/2 inch long (not including earwire). The frame has a rhodium polish. Smallest stone size is 4mm, largest stone size is 8mm.   	20	http://www.semiprecious.com/detail.cfm?itemnumber=11261	http://www.semiprecious.com/images/earrings/11261.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	yellow	US:TX:8.25:y	Semiprecious.com	Adult	11261
11350	Rose Quartz Sticks Healing	Rose quartz healing 4 inch long rose quartz massager stick. Weight - 90 gms (approx). Rose Quartz is the stone of universal love.    	36	http://www.semiprecious.com/detail.cfm?itemnumber=11350	http://www.semiprecious.com/images/healing/11350.jpg	Clothing & Accessories > Jewelry > healing	3.99	f	pink	US:TX:8.25:y	Semiprecious.com	Adult	11350
13886	Garnet Twisted Beads	Garnet beads Garnet twisted beads. 10.5 inch long strand. Smallest bead size - 2mm x 5mm, largest bead size 7mm x 9mm.   	60	http://www.semiprecious.com/detail.cfm?itemnumber=13886	http://www.semiprecious.com/images/beads/13886.jpg	Clothing & Accessories > Jewelry > beads	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	13886
16451	Sunstone Clustered Necklaces	Sunstone Necklaces This necklace has Rectangular sunstone beads. 15.5 to 17 inch long with silver metallic lobster clasp and 1.5 inch long extension chain. Bead size is 3x5 mm Approx.    	37	http://www.semiprecious.com/detail.cfm?itemnumber=16451	http://www.semiprecious.com/images/Necklaces/16451.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	orange	US:TX:8.25:y	Semiprecious.com	Adult	16451
18479	Cubic Zirconia Wedding Rings  in Sterling Silver	Cubic Zirconia rings This three stone ring features two 3.5mm and one 6mm round CZ set on a 2mm wide rhodium plated sterling silver band.	47	http://www.semiprecious.com/detail.cfm?itemnumber=18479	http://www.semiprecious.com/images/rings/18479.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	18479
18481	Cubic Zirconia Wedding Rings  in Sterling Silver	Cubic Zirconia rings This ring features a 7mm solitaire CZ on a 2.5mm wide sterling silver band.	37	http://www.semiprecious.com/detail.cfm?itemnumber=18481	http://www.semiprecious.com/images/rings/18481.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	18481
17268	Mohave Chipped Necklaces	Mohave Necklaces Chipped Mohave beads with purple crystal beads 22 inches in length.	67	http://www.semiprecious.com/detail.cfm?itemnumber=17268	http://www.semiprecious.com/images/Necklaces/17268.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	purple	US:TX:8.25:y	Semiprecious.com	Adult	17268
15344	Chalcedony Art-Deco Pendants  in Sterling Silver	Chalcedony pendants This pendant features an oval Chalcedony cabochon set in sterling silver. Pendant measures approximately 1.25 inches long (measured without bail). Stone size may vary from 15 x 19mm to 18 x 24mm.   	37	http://www.semiprecious.com/detail.cfm?itemnumber=15344	http://www.semiprecious.com/images/pendants/15344.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	15344
7236	Iolite Mens Rings	Iolite rings Deep midnight blue of iolite shines out in all its 5 millimeter glory from the setting of a gold plated band on silver. A classic ring design. Please choose from available ring sizes.   	44	http://www.semiprecious.com/detail.cfm?itemnumber=7236	http://www.semiprecious.com/images/rings/7236.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	7236
683	Aventurine Necklaces	Aventurine Necklaces Aventurine and oval white cultured pearls. 17 inch necklace. Gold toned separators add to the sparkle.  Not real gold.   	27	http://www.semiprecious.com/detail.cfm?itemnumber=683	http://www.semiprecious.com/images/Necklaces/683.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	green,white	US:TX:8.25:y	Semiprecious.com	Adult	683
1827	Rutilated Quartz Pendants  in Sterling Silver	Rutilated quartz Pendants Beautiful two toned rutilated quartz set in silver. Length 1.25 inches & width 1.25 inches   	31	http://www.semiprecious.com/detail.cfm?itemnumber=1827	http://www.semiprecious.com/images/Pendants/1827.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	brown,yellow	US:TX:8.25:y	Semiprecious.com	Adult	1827
1225	Pearl Christmas Necklaces	Pearl Necklaces Imagine dinner on the deck, a cool breeze, your favorite summer dress, your lover, and this necklace. Cylindrical malachite compliment freshwater pearls and golden rings in this double stranded necklace. 16 to 18 inches long with golden polished lobster clasp and 2 inch long golden extension chain. Largest bead size 12mm x 3mm approx, smallest bead	40	http://www.semiprecious.com/detail.cfm?itemnumber=1225	http://www.semiprecious.com/images/Necklaces/1225.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	green,white	US:TX:8.25:y	Semiprecious.com	Adult	1225
7562	Moonstone Staff-Picks Necklaces  in Sterling Silver	Moonstone Necklaces 17  inches long faceted necklace in marquise cut (8-9mm) pure rainbow stones with 92.5 silver lobster clasp.   	87	http://www.semiprecious.com/detail.cfm?itemnumber=7562	http://www.semiprecious.com/images/Necklaces/7562.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	7562
15345	Chalcedony Art-Deco Pendants  in Sterling Silver	Chalcedony pendants Chalcedony drop pendant set in sterling silver. Pendant is about 1.5 inches long (measured without bail).    	53	http://www.semiprecious.com/detail.cfm?itemnumber=15345	http://www.semiprecious.com/images/pendants/15345.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	15345
15425	Citrine Drop Pendants  in Sterling Silver	Citrine pendants This pendant has a fine quality checkered cut drop shaped Citrine gemstone, finely crafted in sterling silver stylish frame. 1 inch long (measured without bail). Stone size - 14x14 mm.   	29	http://www.semiprecious.com/detail.cfm?itemnumber=15425	http://www.semiprecious.com/images/pendants/15425.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	yellow	US:TX:8.25:y	Semiprecious.com	Adult	15425
12549	Iolite Ethnic Necklaces  in Sterling Silver	Iolite necklaces A charming silver gemstone necklace set with faceted round amethyst,iolite and garnet stones. Simple design but very impressive. The necklace is 17 to Comes with 2 inch long silver extension chain and silver lobster clasp. Stone size is 4mm.   	32	http://www.semiprecious.com/detail.cfm?itemnumber=12549	http://www.semiprecious.com/images/necklaces/12549.jpg	Clothing & Accessories > Jewelry > necklaces	3.99	f	blue,purple,red	US:TX:8.25:y	Semiprecious.com	Adult	12549
498	Chalcedony Valentine's Day Necklaces  in Sterling Silver	Chalcedony Necklaces Sterling silver and chalcedony 18 inch necklace. Blue as azure! Possibly the most regal and dreamy necklace in our collection.  Fancy ribbed hook.   	176	http://www.semiprecious.com/detail.cfm?itemnumber=498	http://www.semiprecious.com/images/Necklaces/498.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	498
9974	Moonstone Rings  in Sterling Silver	Moonstone rings This substantial band features a faceted moonstone set in sterling silver with an etched texture to add dimension and sparkle.. Stone size 8x10 mm.   	36	http://www.semiprecious.com/detail.cfm?itemnumber=9974	http://www.semiprecious.com/images/rings/9974.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	9974
1292	Multi-Stone Flower Necklaces  in Sterling Silver	Multi-stone Necklaces Like a bouquet of beautiful spring flowers, this attractive multi-gemstone necklace will be sure to attract attention and appreciation. 17 inches long with adjustable chain. Pear stone size - 5x7 mm, round stone size 3 & 4 mm.   	105	http://www.semiprecious.com/detail.cfm?itemnumber=1292	http://www.semiprecious.com/images/Necklaces/1292.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	multi-color	US:TX:8.25:y	Semiprecious.com	Adult	1292
8018	Onyx Oval Beads	Onyx Beads Onyx cabochon oval shape beads, bead size 18 x 15 mm   	59	http://www.semiprecious.com/detail.cfm?itemnumber=8018	http://www.semiprecious.com/images/Beads/8018.jpg	Clothing & Accessories > Jewelry > Beads	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	8018
14895	Tiger Iron Pendants  in Sterling Silver	Tiger iron pendants Iron Tiger Eye pendant with sterling silver cap. 1.25 inch long. Stone size 22x32 mm.    	30	http://www.semiprecious.com/detail.cfm?itemnumber=14895	http://www.semiprecious.com/images/pendants/14895.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	brown,yellow,multi-color	US:TX:8.25:y	Semiprecious.com	Adult	14895
14849	Jasper Necklaces	Jasper necklaces Single strand Japser round bead necklace. Necklace is 16 to 19 inches long with 3 inch long silver metallic extension chain and silver metallic lobster clasp. Smallest bead size is 5 mm, largest bead size 10 mm.    	12	http://www.semiprecious.com/detail.cfm?itemnumber=14849	http://www.semiprecious.com/images/necklaces/14849.jpg	Clothing & Accessories > Jewelry > necklaces	3.99	f	brown	US:TX:8.25:y	Semiprecious.com	Adult	14849
14781	Dendrite Agate Beads	Dendrite Agate Beads Dendrite opal faceted tumbles. 16 inch long strand. Bead size 12 mm to 24 mm.   	32	http://www.semiprecious.com/detail.cfm?itemnumber=14781	http://www.semiprecious.com/images/Beads/14781.jpg	Clothing & Accessories > Jewelry > Beads	3.99	f	brown,gray,white	US:TX:8.25:y	Semiprecious.com	Adult	14781
16628	Pearl Choker Necklaces  in Sterling Silver	Pearl Necklaces Very Chic 16in 11mm Coin Pearl Necklace with Rhyolite, Silver Bali Beads & 925 Sterling Silver Clasp A Grade    	282	http://www.semiprecious.com/detail.cfm?itemnumber=16628	http://www.semiprecious.com/images/Necklaces/16628.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	green,white	US:TX:8.25:y	Semiprecious.com	Adult	16628
10307	Lapis Lazuli Pendants  in Sterling Silver	Lapis Lazuli pendants Lapis lazuli and faceted amethyst pendant set in sterling silver. 2 to 2.2 inch long (measured without bail). Stone size oval 27mm x 19mm to 33mm x 25mm and pear 10mm x 7mm.   	52	http://www.semiprecious.com/detail.cfm?itemnumber=10307	http://www.semiprecious.com/images/pendants/10307.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	blue,purple	US:TX:8.25:y	Semiprecious.com	Adult	10307
6334	Garnet Gothic-Medieval Earrings  in Sterling Silver	Garnet Earrings Garnet stud earrings set in cat eye marquise shaped silver with small decorative detail to add dimension and appeal to this set. See our selection of garnet necklaces - too numerous to mention - for a set or complimentary match.   	13	http://www.semiprecious.com/detail.cfm?itemnumber=6334	http://www.semiprecious.com/images/Earrings/6334.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	6334
10663	Blue Topaz Art-Deco Pendants  in Sterling Silver	Blue Topaz pendants This designer cut pendant features faceted blue topaz gemstones beautifully set in a hand carved sterling silver setting. 1.75 inch long (not including bail). Stone size - 4mm to 6mm   	46	http://www.semiprecious.com/detail.cfm?itemnumber=10663	http://www.semiprecious.com/images/pendants/10663.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	blue,white	US:TX:8.25:y	Semiprecious.com	Adult	10663
10745	Turquoise Necklaces  in Sterling Silver	Turquoise necklaces This gorgeous necklace display turquoise gemstones set in beautiful sterling silver. 18 inch adjustable length. Due to the natural stone, color may vary from shown. stone size 5x7 mm.   	59	http://www.semiprecious.com/detail.cfm?itemnumber=10745	http://www.semiprecious.com/images/necklaces/10745.jpg	Clothing & Accessories > Jewelry > necklaces	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	10745
10686	White Topaz Art-Deco Pendants  in Sterling Silver	White topaz pendants This beautiful pendant display faceted white topaz gemstones set in designer cut, hand carved sterling silver. 1.5 inch long (not including bail). Stone size - 5mm to 7mm   	47	http://www.semiprecious.com/detail.cfm?itemnumber=10686	http://www.semiprecious.com/images/pendants/10686.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	10686
14775	Pearl Post Earrings	Pearl Earrings Elegant pearl earrings. 6mm round post earrings.    	14	http://www.semiprecious.com/detail.cfm?itemnumber=14775	http://www.semiprecious.com/images/Earrings/14775.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	14775
15370	Onyx Adjustable Rings	Onyx rings Onyx Ring.   	43	http://www.semiprecious.com/detail.cfm?itemnumber=15370	http://www.semiprecious.com/images/rings/15370.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	white	US:TX:8.25:y	Semiprecious.com	Adult	15370
15908	Labradorite Chunky Pendants  in Sterling Silver	Labradorite Pendants Tear drop reconstituted Labradorite (more uniform blue than pictured, beautifully set in sterling silver. Length 1.5 inch. Stone size 20x26 to 21x31 mm.   	75	http://www.semiprecious.com/detail.cfm?itemnumber=15908	http://www.semiprecious.com/images/Pendants/15908.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	blue,green	US:TX:8.25:y	Semiprecious.com	Adult	15908
15917	Labradorite Chunky Pendants  in Sterling Silver	Labradorite Pendants Oval shaped Labradorite (more uniform blue than pictured, beautifully set in silver. Length 1.75 inch. Stone size 20x28 to 23x32 mm.   	48	http://www.semiprecious.com/detail.cfm?itemnumber=15917	http://www.semiprecious.com/images/Pendants/15917.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	blue,green	US:TX:8.25:y	Semiprecious.com	Adult	15917
15938	Turquoise Classic Rings  in Sterling Silver	Turquoise rings This ring has drop shaped Turquoise gemstone set in stylish sterling silver frame.>p?-Stone size may vary from 15x20 to 16x21 mm.   	41	http://www.semiprecious.com/detail.cfm?itemnumber=15938	http://www.semiprecious.com/images/rings/15938.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	15938
15952	Lapis Lazuli American-Southwest Rings  in Sterling Silver	Lapis lazuli rings This ring has drop shaped Lapiz lazuli gemstone set in stylish sterling silver frame. Stone size may vary from 13x20 to 16x26 mm.   	48	http://www.semiprecious.com/detail.cfm?itemnumber=15952	http://www.semiprecious.com/images/rings/15952.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	15952
15954	Lapis Lazuli American-Southwest Rings  in Sterling Silver	Lapis lazuli rings This ring has oval shaped Lapis lazuli gemstone set in stylish sterling silver frame. Stone size may vary from 14x21 to 15x22 mm.   	50	http://www.semiprecious.com/detail.cfm?itemnumber=15954	http://www.semiprecious.com/images/rings/15954.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	15954
15959	Lapis Lazuli Cocktail Rings  in Sterling Silver	Lapis lazuli rings This ring has square Lapis lazuli gemstone set in stylish sterling silver frame. Stone size may vary from 16x16 to 18x18 mm.   	52	http://www.semiprecious.com/detail.cfm?itemnumber=15959	http://www.semiprecious.com/images/rings/15959.jpg	Clothing & Accessories > Jewelry > rings	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	15959
18186	Moonstone Valentines-Day Bracelets  in Sterling Silver	Moonstone Bracelets This sterling silver double link toggle bracelet features rainbow moonstone, amethyst, citrine, lemon quartz, ametrine and labradorite.   7.5 inches plus 1 inches extension chain.<p>Size and shape of the stones may vary slightly from bracelet pictured.<p>	400	http://www.semiprecious.com/detail.cfm?itemnumber=18186	http://www.semiprecious.com/images/Bracelets/18186.jpg	Clothing & Accessories > Jewelry > Bracelets	3.99	f	green,yellow,multi-color	US:TX:8.25:y	Semiprecious.com	Adult	18186
18265	Garnet Heart Pendants  in Sterling Silver	Garnet pendants For your love beautiful heart pendant.	58	http://www.semiprecious.com/detail.cfm?itemnumber=18265	http://www.semiprecious.com/images/pendants/18265.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	18265
18240	Aventurine Pendants  in Sterling Silver	Aventurine pendants Drop shaped large aventurine pendant	33	http://www.semiprecious.com/detail.cfm?itemnumber=18240	http://www.semiprecious.com/images/pendants/18240.jpg	Clothing & Accessories > Jewelry > pendants	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	18240
10543	Bloodstone Chunky Necklaces	Bloodstone necklaces This chunky necklace displays combination of bloodstone faceted and round beads. Bloodstone is an intense healing stone, balancing the base, navel, sacral, and heart chakras. These are natural gemstones so color of the stones may slightly vary from piece to piece. 15 to 18 inches long with silver clasp and 3 inch long extension chain. Smallest bead	34	http://www.semiprecious.com/detail.cfm?itemnumber=10543	http://www.semiprecious.com/images/necklaces/10543.jpg	Clothing & Accessories > Jewelry > necklaces	3.99	f	green,red	US:TX:8.25:y	Semiprecious.com	Adult	10543
12971	Garnet Contemporary Bracelets  in Sterling Silver	Garnet bracelets You will adore this contemporary Garnet bracelet in sterling silver. Fine patterned silver links in a variety of styles and shapes are linked with stamped silver flowers and stars. It is highlighted by faceted Garnet gemstones, bezel set and dangling from the design in pairs. The bracelet is Comes with toggle clasp and adjustable rings. Stone size 	52	http://www.semiprecious.com/detail.cfm?itemnumber=12971	http://www.semiprecious.com/images/bracelets/12971.jpg	Clothing & Accessories > Jewelry > bracelets	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	12971
18271	Multi-Stone Necklaces  in Sterling Silver	Multi-stone Necklaces Very unique, elegant, modern multi-stone and silver necklace. Stones are citrine and amethyst Length is 19 inch, adjustable with lobster clasp.	50	http://www.semiprecious.com/detail.cfm?itemnumber=18271	http://www.semiprecious.com/images/Necklaces/18271.jpg	Clothing & Accessories > Jewelry > Necklaces	3.99	f	red,yellow	US:TX:8.25:y	Semiprecious.com	Adult	18271
18274	Emerald Estate Bracelets  in Sterling Silver	Emerald Bracelets Stunning emerald and sterling silver estate bracelet. Stone size approx. 2mm x 2mm in flower pattern. Length is approx. 7 inches. 	265	http://www.semiprecious.com/detail.cfm?itemnumber=18274	http://www.semiprecious.com/images/Bracelets/18274.jpg	Clothing & Accessories > Jewelry > Bracelets	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	18274
18275	Ruby Bracelets  in Sterling Silver	Ruby Bracelets Beautiful Ruby bracelet set in 925 stamped sterling silver. Stone sizes are approx. 5mm x 7mm.	191	http://www.semiprecious.com/detail.cfm?itemnumber=18275	http://www.semiprecious.com/images/Bracelets/18275.jpg	Clothing & Accessories > Jewelry > Bracelets	3.99	f	pink	US:TX:8.25:y	Semiprecious.com	Adult	18275
18277	Sapphire Estate Bracelets  in Sterling Silver	Sapphire Bracelets Stunning sapphire and sterling silver estate bracelet. Stone size approx. 4mm x 6 mm. Approx. 7 inches long.	191	http://www.semiprecious.com/detail.cfm?itemnumber=18277	http://www.semiprecious.com/images/Bracelets/18277.jpg	Clothing & Accessories > Jewelry > Bracelets	3.99	f	blue	US:TX:8.25:y	Semiprecious.com	Adult	18277
18278	Ruby Bracelets  in Sterling Silver	Ruby Bracelets Beautiful Ruby bracelet set in 925 stamped sterling silver. Stone sizes are approx. 4mm x 6mm.	206	http://www.semiprecious.com/detail.cfm?itemnumber=18278	http://www.semiprecious.com/images/Bracelets/18278.jpg	Clothing & Accessories > Jewelry > Bracelets	3.99	f	pink	US:TX:8.25:y	Semiprecious.com	Adult	18278
18279	Emerald Bracelets  in Sterling Silver	Emerald Bracelets .	176	http://www.semiprecious.com/detail.cfm?itemnumber=18279	http://www.semiprecious.com/images/Bracelets/18279.jpg	Clothing & Accessories > Jewelry > Bracelets	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	18279
18283	Multi-Stone Bracelets  in Sterling Silver	Multi-stone Bracelets .	147	http://www.semiprecious.com/detail.cfm?itemnumber=18283	http://www.semiprecious.com/images/Bracelets/18283.jpg	Clothing & Accessories > Jewelry > Bracelets	3.99	f	multi-color	US:TX:8.25:y	Semiprecious.com	Adult	18283
18564	Garnet Estate Earrings  in Sterling Silver	Garnet earrings Gorgeous garnet and silver drop estate earrings. All silver is 925 stamped sterling silver. Stone size approx. 5 mm. in diameter. Length of earrings approx. 1.6 inches. 	35	http://www.semiprecious.com/detail.cfm?itemnumber=18564	http://www.semiprecious.com/images/earrings/18564.jpg	Clothing & Accessories > Jewelry > earrings	3.99	f	red	US:TX:8.25:y	Semiprecious.com	Adult	18564
437	Malachite Studs Earrings  in Sterling Silver	Malachite Earrings Oval Malachite and German silver earrings. Outstanding design on the rim. About 3/4 inch long. Stone size - 7x9 mm. Sterling silver option is available.	19	http://www.semiprecious.com/detail.cfm?itemnumber=437	http://www.semiprecious.com/images/Earrings/437.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	green	US:TX:8.25:y	Semiprecious.com	Adult	437
756	Citrine Ethnic Pendants  in Sterling Silver	Citrine Pendants Multi faceted citrine in ethnic design on a sterling silver pendant, 1 inch long.   	55	http://www.semiprecious.com/detail.cfm?itemnumber=756	http://www.semiprecious.com/images/Pendants/756.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	yellow	US:TX:8.25:y	Semiprecious.com	Adult	756
815	Citrine Earrings  in Sterling Silver	Citrine Earrings Faceted citrine and silver earrings, 1.25 inches. Elegant design, sparkles well, upper circle larger than pictured.   	53	http://www.semiprecious.com/detail.cfm?itemnumber=815	http://www.semiprecious.com/images/Earrings/815.jpg	Clothing & Accessories > Jewelry > Earrings	3.99	f	yellow	US:TX:8.25:y	Semiprecious.com	Adult	815
896	Onyx Drop Pendants  in Sterling Silver	Onyx Pendants This lovely drop shaped black onyx pendant is set in an attractive wavy-edged silver setting. Topped with a small oval onyx cabochon. Length: 2 inches. Note: Some pieces in stock are wider than pictured here.   	79	http://www.semiprecious.com/detail.cfm?itemnumber=896	http://www.semiprecious.com/images/Pendants/896.jpg	Clothing & Accessories > Jewelry > Pendants	3.99	f	black	US:TX:8.25:y	Semiprecious.com	Adult	896
